flight_id,departure_airport,arrival_airport,aircraft_code,passengers,total_seats,utilization,route
5003,SVO,LED,321,37.0,170,21.764705882352942,LED ↔ SVO
5004,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5005,SVO,LED,321,,170,,LED ↔ SVO
5006,SVO,LED,321,88.0,170,51.76470588235295,LED ↔ SVO
5007,SVO,LED,321,13.0,170,7.647058823529412,LED ↔ SVO
5008,SVO,LED,321,,170,,LED ↔ SVO
5009,SVO,LED,321,42.0,170,24.705882352941178,LED ↔ SVO
5010,SVO,LED,321,,170,,LED ↔ SVO
5011,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5012,SVO,LED,321,59.0,170,34.705882352941174,LED ↔ SVO
5013,SVO,LED,321,,170,,LED ↔ SVO
5014,SVO,LED,321,90.0,170,52.94117647058824,LED ↔ SVO
5015,SVO,LED,321,,170,,LED ↔ SVO
5016,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5017,SVO,LED,321,36.0,170,21.176470588235293,LED ↔ SVO
5018,SVO,LED,321,,170,,LED ↔ SVO
5019,SVO,LED,321,,170,,LED ↔ SVO
5020,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5021,SVO,LED,321,168.0,170,98.82352941176471,LED ↔ SVO
5022,SVO,LED,321,,170,,LED ↔ SVO
5023,SVO,LED,321,,170,,LED ↔ SVO
5024,SVO,LED,321,32.0,170,18.823529411764707,LED ↔ SVO
5025,SVO,LED,321,,170,,LED ↔ SVO
5026,SVO,LED,321,44.0,170,25.882352941176475,LED ↔ SVO
5027,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5028,SVO,LED,321,,170,,LED ↔ SVO
5029,SVO,LED,321,108.0,170,63.52941176470588,LED ↔ SVO
5030,SVO,LED,321,37.0,170,21.764705882352942,LED ↔ SVO
5031,SVO,LED,321,119.0,170,70.0,LED ↔ SVO
5032,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5033,SVO,LED,321,66.0,170,38.82352941176471,LED ↔ SVO
5034,SVO,LED,321,,170,,LED ↔ SVO
5035,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5036,SVO,LED,321,32.0,170,18.823529411764707,LED ↔ SVO
5037,SVO,LED,321,,170,,LED ↔ SVO
5038,SVO,LED,321,,170,,LED ↔ SVO
5039,SVO,LED,321,123.0,170,72.35294117647058,LED ↔ SVO
5040,SVO,LED,321,,170,,LED ↔ SVO
5041,SVO,LED,321,37.0,170,21.764705882352942,LED ↔ SVO
5042,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5043,SVO,LED,321,,170,,LED ↔ SVO
5044,SVO,LED,321,120.0,170,70.58823529411765,LED ↔ SVO
5045,SVO,LED,321,31.0,170,18.235294117647058,LED ↔ SVO
5046,SVO,LED,321,131.0,170,77.05882352941177,LED ↔ SVO
5047,SVO,LED,321,,170,,LED ↔ SVO
5048,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5049,SVO,LED,321,38.0,170,22.35294117647059,LED ↔ SVO
5050,SVO,LED,321,,170,,LED ↔ SVO
5051,SVO,LED,321,,170,,LED ↔ SVO
5052,SVO,LED,321,43.0,170,25.294117647058822,LED ↔ SVO
5053,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5054,SVO,LED,321,128.0,170,75.29411764705883,LED ↔ SVO
5055,SVO,LED,321,,170,,LED ↔ SVO
5056,SVO,LED,321,117.0,170,68.82352941176471,LED ↔ SVO
5057,SVO,LED,321,,170,,LED ↔ SVO
5058,SVO,LED,321,4.0,170,2.3529411764705883,LED ↔ SVO
5059,SVO,LED,321,,170,,LED ↔ SVO
5060,SVO,LED,321,119.0,170,70.0,LED ↔ SVO
5061,SVO,LED,321,,170,,LED ↔ SVO
5062,SVO,LED,321,111.0,170,65.29411764705883,LED ↔ SVO
5063,SVO,LED,321,,170,,LED ↔ SVO
5064,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5065,SVO,LED,321,36.0,170,21.176470588235293,LED ↔ SVO
5066,SVO,LED,321,,170,,LED ↔ SVO
5067,SVO,LED,321,,170,,LED ↔ SVO
5068,SVO,LED,321,39.0,170,22.941176470588236,LED ↔ SVO
5069,SVO,LED,321,1.0,170,0.5882352941176471,LED ↔ SVO
5070,SVO,LED,321,,170,,LED ↔ SVO
5071,SVO,LED,321,55.0,170,32.35294117647059,LED ↔ SVO
5072,SVO,LED,321,,170,,LED ↔ SVO
5073,SVO,LED,321,35.0,170,20.588235294117645,LED ↔ SVO
5074,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5075,SVO,LED,321,,170,,LED ↔ SVO
5076,SVO,LED,321,68.0,170,40.0,LED ↔ SVO
5077,SVO,LED,321,,170,,LED ↔ SVO
5078,SVO,LED,321,19.0,170,11.176470588235295,LED ↔ SVO
5079,SVO,LED,321,31.0,170,18.235294117647058,LED ↔ SVO
5080,SVO,LED,321,,170,,LED ↔ SVO
5081,SVO,LED,321,86.0,170,50.588235294117645,LED ↔ SVO
5082,SVO,LED,321,120.0,170,70.58823529411765,LED ↔ SVO
5083,SVO,LED,321,,170,,LED ↔ SVO
5084,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5085,SVO,LED,321,42.0,170,24.705882352941178,LED ↔ SVO
5086,SVO,LED,321,,170,,LED ↔ SVO
5087,SVO,LED,321,39.0,170,22.941176470588236,LED ↔ SVO
5088,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5089,SVO,LED,321,,170,,LED ↔ SVO
5090,SVO,LED,321,122.0,170,71.76470588235294,LED ↔ SVO
5091,SVO,LED,321,,170,,LED ↔ SVO
5092,SVO,LED,321,114.0,170,67.05882352941175,LED ↔ SVO
5093,SVO,LED,321,,170,,LED ↔ SVO
5094,SVO,LED,321,,170,,LED ↔ SVO
5095,SVO,LED,321,27.0,170,15.88235294117647,LED ↔ SVO
5096,SVO,LED,321,140.0,170,82.35294117647058,LED ↔ SVO
5097,SVO,LED,321,,170,,LED ↔ SVO
5098,SVO,LED,321,159.0,170,93.52941176470588,LED ↔ SVO
5099,SVO,LED,321,32.0,170,18.823529411764707,LED ↔ SVO
5100,SVO,LED,321,107.0,170,62.94117647058823,LED ↔ SVO
5101,SVO,LED,321,,170,,LED ↔ SVO
5102,SVO,LED,321,15.0,170,8.823529411764707,LED ↔ SVO
5103,SVO,LED,321,,170,,LED ↔ SVO
5104,SVO,LED,321,,170,,LED ↔ SVO
5105,SVO,LED,321,32.0,170,18.823529411764707,LED ↔ SVO
5106,SVO,LED,321,,170,,LED ↔ SVO
5107,SVO,LED,321,,170,,LED ↔ SVO
5108,SVO,LED,321,50.0,170,29.411764705882355,LED ↔ SVO
5109,SVO,LED,321,15.0,170,8.823529411764707,LED ↔ SVO
5110,SVO,LED,321,,170,,LED ↔ SVO
5111,SVO,LED,321,10.0,170,5.88235294117647,LED ↔ SVO
5112,SVO,LED,321,44.0,170,25.882352941176475,LED ↔ SVO
5113,SVO,LED,321,,170,,LED ↔ SVO
5114,SVO,LED,321,,170,,LED ↔ SVO
5115,SVO,LED,321,,170,,LED ↔ SVO
5116,SVO,LED,321,1.0,170,0.5882352941176471,LED ↔ SVO
5117,SVO,LED,321,117.0,170,68.82352941176471,LED ↔ SVO
5118,SVO,LED,321,,170,,LED ↔ SVO
5119,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5120,SVO,LED,321,45.0,170,26.47058823529412,LED ↔ SVO
5121,SVO,LED,321,,170,,LED ↔ SVO
5122,SVO,LED,321,,170,,LED ↔ SVO
5123,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5124,SVO,LED,321,,170,,LED ↔ SVO
5125,SVO,LED,321,,170,,LED ↔ SVO
5126,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5127,SVO,LED,321,,170,,LED ↔ SVO
5128,SVO,LED,321,,170,,LED ↔ SVO
5129,SVO,LED,321,39.0,170,22.941176470588236,LED ↔ SVO
5130,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5131,SVO,LED,321,,170,,LED ↔ SVO
5132,SVO,LED,321,99.0,170,58.235294117647065,LED ↔ SVO
5133,SVO,LED,321,121.0,170,71.17647058823529,LED ↔ SVO
5134,SVO,LED,321,,170,,LED ↔ SVO
5135,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5136,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5137,SVO,LED,321,65.0,170,38.23529411764706,LED ↔ SVO
5138,SVO,LED,321,,170,,LED ↔ SVO
5139,SVO,LED,321,116.0,170,68.23529411764706,LED ↔ SVO
5140,SVO,LED,321,,170,,LED ↔ SVO
5141,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5142,SVO,LED,321,35.0,170,20.588235294117645,LED ↔ SVO
5143,SVO,LED,321,37.0,170,21.764705882352942,LED ↔ SVO
5144,SVO,LED,321,,170,,LED ↔ SVO
5145,SVO,LED,321,116.0,170,68.23529411764706,LED ↔ SVO
5146,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5147,SVO,LED,321,,170,,LED ↔ SVO
5148,SVO,LED,321,,170,,LED ↔ SVO
5149,SVO,LED,321,130.0,170,76.47058823529412,LED ↔ SVO
5150,SVO,LED,321,115.0,170,67.64705882352942,LED ↔ SVO
5151,SVO,LED,321,,170,,LED ↔ SVO
5152,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5153,SVO,LED,321,36.0,170,21.176470588235293,LED ↔ SVO
5154,SVO,LED,321,,170,,LED ↔ SVO
5155,SVO,LED,321,,170,,LED ↔ SVO
5156,SVO,LED,321,,170,,LED ↔ SVO
5157,SVO,LED,321,28.0,170,16.470588235294116,LED ↔ SVO
5158,SVO,LED,321,,170,,LED ↔ SVO
5159,SVO,LED,321,40.0,170,23.52941176470588,LED ↔ SVO
5160,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5161,SVO,LED,321,,170,,LED ↔ SVO
5162,SVO,LED,321,126.0,170,74.11764705882354,LED ↔ SVO
5163,SVO,LED,321,,170,,LED ↔ SVO
5164,SVO,LED,321,,170,,LED ↔ SVO
5165,SVO,LED,321,,170,,LED ↔ SVO
5166,SVO,LED,321,20.0,170,11.76470588235294,LED ↔ SVO
5167,SVO,LED,321,,170,,LED ↔ SVO
5168,SVO,LED,321,26.0,170,15.294117647058824,LED ↔ SVO
5169,SVO,LED,321,21.0,170,12.352941176470589,LED ↔ SVO
5170,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5171,SVO,LED,321,128.0,170,75.29411764705883,LED ↔ SVO
5172,SVO,LED,321,43.0,170,25.294117647058822,LED ↔ SVO
5173,SVO,LED,321,104.0,170,61.1764705882353,LED ↔ SVO
5174,SVO,LED,321,,170,,LED ↔ SVO
5175,SVO,LED,321,77.0,170,45.294117647058826,LED ↔ SVO
5176,SVO,LED,321,,170,,LED ↔ SVO
5177,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5178,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5179,SVO,LED,321,128.0,170,75.29411764705883,LED ↔ SVO
5180,SVO,LED,321,35.0,170,20.588235294117645,LED ↔ SVO
5181,SVO,LED,321,26.0,170,15.294117647058824,LED ↔ SVO
5182,SVO,LED,321,,170,,LED ↔ SVO
5183,SVO,LED,321,,170,,LED ↔ SVO
5184,SVO,LED,321,,170,,LED ↔ SVO
5185,SVO,LED,321,,170,,LED ↔ SVO
5186,SVO,LED,321,46.0,170,27.058823529411764,LED ↔ SVO
5187,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5188,SVO,LED,321,,170,,LED ↔ SVO
5189,SVO,LED,321,132.0,170,77.64705882352942,LED ↔ SVO
5190,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5191,SVO,LED,321,,170,,LED ↔ SVO
5192,SVO,LED,321,137.0,170,80.58823529411765,LED ↔ SVO
5193,SVO,LED,321,117.0,170,68.82352941176471,LED ↔ SVO
5194,SVO,LED,321,,170,,LED ↔ SVO
5195,SVO,LED,321,44.0,170,25.882352941176475,LED ↔ SVO
5196,SVO,LED,321,33.0,170,19.411764705882355,LED ↔ SVO
5197,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5198,SVO,LED,321,,170,,LED ↔ SVO
5199,SVO,LED,321,,170,,LED ↔ SVO
5200,SVO,LED,321,34.0,170,20.0,LED ↔ SVO
5201,SVO,LED,321,,170,,LED ↔ SVO
5202,SVO,LED,321,74.0,170,43.529411764705884,LED ↔ SVO
5203,SVO,LED,321,124.0,170,72.94117647058823,LED ↔ SVO
5204,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5205,SVO,LED,321,,170,,LED ↔ SVO
5206,SVO,LED,321,,170,,LED ↔ SVO
5207,SVO,LED,321,120.0,170,70.58823529411765,LED ↔ SVO
5208,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5209,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5210,SVO,LED,321,,170,,LED ↔ SVO
5211,SVO,LED,321,,170,,LED ↔ SVO
5212,SVO,LED,321,,170,,LED ↔ SVO
5213,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5214,SVO,LED,321,,170,,LED ↔ SVO
5215,SVO,LED,321,36.0,170,21.176470588235293,LED ↔ SVO
5216,SVO,LED,321,35.0,170,20.588235294117645,LED ↔ SVO
5217,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5218,SVO,LED,321,,170,,LED ↔ SVO
5219,SVO,LED,321,120.0,170,70.58823529411765,LED ↔ SVO
5220,SVO,LED,321,64.0,170,37.64705882352941,LED ↔ SVO
5221,SVO,LED,321,,170,,LED ↔ SVO
5222,SVO,LED,321,13.0,170,7.647058823529412,LED ↔ SVO
5223,SVO,LED,321,,170,,LED ↔ SVO
5224,SVO,LED,321,37.0,170,21.764705882352942,LED ↔ SVO
5225,SVO,LED,321,170.0,170,100.0,LED ↔ SVO
5226,SVO,LED,321,,170,,LED ↔ SVO
5227,SVO,LED,321,,170,,LED ↔ SVO
5228,SVO,LED,321,125.0,170,73.52941176470588,LED ↔ SVO
5229,SVO,LED,321,133.0,170,78.23529411764706,LED ↔ SVO
5230,SVO,LED,321,,170,,LED ↔ SVO
5231,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5232,SVO,LED,321,169.0,170,99.41176470588235,LED ↔ SVO
5233,SVO,LED,321,,170,,LED ↔ SVO
5234,SVO,LED,321,128.0,170,75.29411764705883,LED ↔ SVO
5235,SVO,LED,321,41.0,170,24.11764705882353,LED ↔ SVO
5236,SVO,LED,321,121.0,170,71.17647058823529,LED ↔ SVO
5237,SVO,LED,321,,170,,LED ↔ SVO
5238,SVO,LED,321,168.0,170,98.82352941176471,LED ↔ SVO
5239,SVO,LED,321,47.0,170,27.647058823529413,LED ↔ SVO
5240,SVO,LED,321,,170,,LED ↔ SVO
5241,SVO,LED,321,61.0,170,35.88235294117647,LED ↔ SVO
5242,SVO,OVB,773,266.0,402,66.16915422885572,OVB ↔ SVO
5243,SVO,OVB,773,61.0,402,15.17412935323383,OVB ↔ SVO
5244,SVO,OVB,773,276.0,402,68.65671641791045,OVB ↔ SVO
5245,SVO,OVB,773,8.0,402,1.9900497512437811,OVB ↔ SVO
5246,SVO,OVB,773,133.0,402,33.08457711442786,OVB ↔ SVO
5247,SVO,OVB,773,206.0,402,51.243781094527364,OVB ↔ SVO
5248,SVO,OVB,773,275.0,402,68.40796019900498,OVB ↔ SVO
5249,SVO,OVB,773,249.0,402,61.940298507462686,OVB ↔ SVO
5250,SVO,OVB,773,284.0,402,70.64676616915423,OVB ↔ SVO
5251,SVO,OVB,773,171.0,402,42.53731343283582,OVB ↔ SVO
5252,SVO,OVB,773,260.0,402,64.6766169154229,OVB ↔ SVO
5253,SVO,OVB,773,31.0,402,7.711442786069651,OVB ↔ SVO
5254,SVO,OVB,773,164.0,402,40.79601990049751,OVB ↔ SVO
5255,SVO,OVB,773,270.0,402,67.16417910447761,OVB ↔ SVO
5256,SVO,OVB,773,231.0,402,57.46268656716418,OVB ↔ SVO
5257,SVO,OVB,773,37.0,402,9.203980099502488,OVB ↔ SVO
5258,SVO,OVB,773,77.0,402,19.154228855721392,OVB ↔ SVO
5259,SVO,OVB,773,292.0,402,72.636815920398,OVB ↔ SVO
5260,SVO,OVB,773,195.0,402,48.507462686567166,OVB ↔ SVO
5261,SVO,OVB,773,,402,,OVB ↔ SVO
5262,SVO,OVB,773,320.0,402,79.60199004975125,OVB ↔ SVO
5263,SVO,OVB,773,93.0,402,23.134328358208954,OVB ↔ SVO
5264,SVO,OVB,773,79.0,402,19.65174129353234,OVB ↔ SVO
5265,SVO,OVB,773,218.0,402,54.22885572139303,OVB ↔ SVO
5266,SVO,OVB,773,258.0,402,64.17910447761194,OVB ↔ SVO
5267,SVO,OVB,773,273.0,402,67.91044776119402,OVB ↔ SVO
5268,SVO,OVB,773,286.0,402,71.14427860696517,OVB ↔ SVO
5269,SVO,OVB,773,114.0,402,28.35820895522388,OVB ↔ SVO
5270,SVO,OVB,773,280.0,402,69.65174129353234,OVB ↔ SVO
5271,SVO,OVB,773,231.0,402,57.46268656716418,OVB ↔ SVO
5272,SVO,OVB,773,285.0,402,70.8955223880597,OVB ↔ SVO
5273,SVO,OVB,773,277.0,402,68.90547263681593,OVB ↔ SVO
5274,SVO,OVB,773,195.0,402,48.507462686567166,OVB ↔ SVO
5275,SVO,OVB,773,278.0,402,69.15422885572139,OVB ↔ SVO
5276,SVO,OVB,773,285.0,402,70.8955223880597,OVB ↔ SVO
5277,SVO,OVB,773,203.0,402,50.49751243781094,OVB ↔ SVO
5278,SVO,OVB,773,189.0,402,47.01492537313433,OVB ↔ SVO
5279,SVO,OVB,773,279.0,402,69.40298507462687,OVB ↔ SVO
5280,SVO,OVB,773,298.0,402,74.12935323383084,OVB ↔ SVO
5281,SVO,OVB,773,272.0,402,67.66169154228857,OVB ↔ SVO
5282,SVO,OVB,773,285.0,402,70.8955223880597,OVB ↔ SVO
5283,SVO,OVB,773,279.0,402,69.40298507462687,OVB ↔ SVO
5284,SVO,OVB,773,294.0,402,73.13432835820896,OVB ↔ SVO
5285,SVO,OVB,773,279.0,402,69.40298507462687,OVB ↔ SVO
5286,SVO,OVB,773,182.0,402,45.27363184079602,OVB ↔ SVO
5287,SVO,OVB,773,104.0,402,25.870646766169152,OVB ↔ SVO
5288,SVO,OVB,773,277.0,402,68.90547263681593,OVB ↔ SVO
5289,SVO,OVB,773,191.0,402,47.51243781094527,OVB ↔ SVO
5290,SVO,OVB,773,263.0,402,65.4228855721393,OVB ↔ SVO
5291,SVO,OVB,773,290.0,402,72.13930348258707,OVB ↔ SVO
5292,SVO,OVB,773,19.0,402,4.72636815920398,OVB ↔ SVO
5293,SVO,OVB,773,283.0,402,70.39800995024875,OVB ↔ SVO
5294,SVO,OVB,773,231.0,402,57.46268656716418,OVB ↔ SVO
5295,SVO,OVB,773,237.0,402,58.95522388059702,OVB ↔ SVO
5296,SVO,OVB,773,273.0,402,67.91044776119402,OVB ↔ SVO
5297,SVO,OVB,773,216.0,402,53.73134328358209,OVB ↔ SVO
5298,SVO,OVB,773,252.0,402,62.68656716417911,OVB ↔ SVO
5299,SVO,OVB,773,282.0,402,70.1492537313433,OVB ↔ SVO
5300,SVO,OVB,773,260.0,402,64.6766169154229,OVB ↔ SVO
5301,SVO,OVB,773,280.0,402,69.65174129353234,OVB ↔ SVO
5302,SVO,OVB,773,184.0,402,45.77114427860697,OVB ↔ SVO
5303,SVO,SVX,773,338.0,402,84.07960199004975,SVO ↔ SVX
5304,SVO,SVX,773,190.0,402,47.2636815920398,SVO ↔ SVX
5305,SVO,SVX,773,196.0,402,48.756218905472636,SVO ↔ SVX
5306,SVO,SVX,773,347.0,402,86.31840796019901,SVO ↔ SVX
5307,SVO,SVX,773,349.0,402,86.81592039800995,SVO ↔ SVX
5308,SVO,SVX,773,322.0,402,80.09950248756219,SVO ↔ SVX
5309,SVO,SVX,773,229.0,402,56.96517412935324,SVO ↔ SVX
5310,SVO,SVX,773,308.0,402,76.61691542288557,SVO ↔ SVX
5311,SVO,SVX,773,340.0,402,84.5771144278607,SVO ↔ SVX
5312,SVO,SVX,773,343.0,402,85.3233830845771,SVO ↔ SVX
5313,SVO,SVX,773,105.0,402,26.119402985074625,SVO ↔ SVX
5314,SVO,SVX,773,318.0,402,79.1044776119403,SVO ↔ SVX
5315,SVO,SVX,773,191.0,402,47.51243781094527,SVO ↔ SVX
5316,SVO,SVX,773,271.0,402,67.41293532338308,SVO ↔ SVX
5317,SVO,SVX,773,334.0,402,83.08457711442786,SVO ↔ SVX
5318,SVO,SVX,773,247.0,402,61.442786069651746,SVO ↔ SVX
5319,SVO,SVX,773,300.0,402,74.6268656716418,SVO ↔ SVX
5320,SVO,SVX,773,349.0,402,86.81592039800995,SVO ↔ SVX
5321,SVO,SVX,773,315.0,402,78.35820895522389,SVO ↔ SVX
5322,SVO,SVX,773,337.0,402,83.83084577114428,SVO ↔ SVX
5323,SVO,SVX,773,192.0,402,47.76119402985074,SVO ↔ SVX
5324,SVO,SVX,773,350.0,402,87.06467661691542,SVO ↔ SVX
5325,SVO,SVX,773,346.0,402,86.06965174129353,SVO ↔ SVX
5326,SVO,SVX,773,31.0,402,7.711442786069651,SVO ↔ SVX
5327,SVO,SVX,773,315.0,402,78.35820895522389,SVO ↔ SVX
5328,SVO,SVX,773,344.0,402,85.57213930348259,SVO ↔ SVX
5329,SVO,SVX,773,347.0,402,86.31840796019901,SVO ↔ SVX
5330,SVO,SVX,773,353.0,402,87.81094527363184,SVO ↔ SVX
5331,SVO,SVX,773,308.0,402,76.61691542288557,SVO ↔ SVX
5332,SVO,SVX,773,330.0,402,82.08955223880598,SVO ↔ SVX
5333,SVO,SVX,773,340.0,402,84.5771144278607,SVO ↔ SVX
5334,SVO,SVX,773,22.0,402,5.472636815920398,SVO ↔ SVX
5335,SVO,SVX,773,35.0,402,8.706467661691542,SVO ↔ SVX
5336,SVO,SVX,773,339.0,402,84.32835820895522,SVO ↔ SVX
5337,SVO,SVX,773,244.0,402,60.69651741293532,SVO ↔ SVX
5338,SVO,SVX,773,14.0,402,3.482587064676617,SVO ↔ SVX
5339,SVO,SVX,773,339.0,402,84.32835820895522,SVO ↔ SVX
5340,SVO,SVX,773,225.0,402,55.970149253731336,SVO ↔ SVX
5341,SVO,SVX,773,338.0,402,84.07960199004975,SVO ↔ SVX
5342,SVO,SVX,773,338.0,402,84.07960199004975,SVO ↔ SVX
5343,SVO,SVX,773,250.0,402,62.189054726368155,SVO ↔ SVX
5344,SVO,SVX,773,342.0,402,85.07462686567165,SVO ↔ SVX
5345,SVO,SVX,773,224.0,402,55.72139303482587,SVO ↔ SVX
5346,SVO,SVX,773,328.0,402,81.59203980099502,SVO ↔ SVX
5347,SVO,SVX,773,331.0,402,82.33830845771143,SVO ↔ SVX
5348,SVO,SVX,773,332.0,402,82.58706467661692,SVO ↔ SVX
5349,SVO,SVX,773,82.0,402,20.398009950248756,SVO ↔ SVX
5350,SVO,SVX,773,69.0,402,17.16417910447761,SVO ↔ SVX
5351,SVO,SVX,773,332.0,402,82.58706467661692,SVO ↔ SVX
5352,SVO,SVX,773,220.0,402,54.72636815920397,SVO ↔ SVX
5353,SVO,SVX,773,344.0,402,85.57213930348259,SVO ↔ SVX
5354,SVO,SVX,773,152.0,402,37.81094527363184,SVO ↔ SVX
5355,SVO,SVX,773,346.0,402,86.06965174129353,SVO ↔ SVX
5356,SVO,SVX,773,344.0,402,85.57213930348259,SVO ↔ SVX
5357,SVO,SVX,773,145.0,402,36.069651741293534,SVO ↔ SVX
5358,SVO,SVX,773,116.0,402,28.855721393034827,SVO ↔ SVX
5359,SVO,SVX,773,256.0,402,63.681592039801,SVO ↔ SVX
5360,SVO,SVX,773,346.0,402,86.06965174129353,SVO ↔ SVX
5361,SVO,SVX,773,72.0,402,17.91044776119403,SVO ↔ SVX
5362,SVO,SVX,773,353.0,402,87.81094527363184,SVO ↔ SVX
5363,SVO,SVX,773,16.0,402,3.9800995024875623,SVO ↔ SVX
5364,SVO,OMS,SU9,54.0,97,55.670103092783506,OMS ↔ SVO
5365,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5366,SVO,OMS,SU9,52.0,97,53.608247422680414,OMS ↔ SVO
5367,SVO,OMS,SU9,34.0,97,35.051546391752574,OMS ↔ SVO
5368,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5369,SVO,OMS,SU9,58.0,97,59.79381443298969,OMS ↔ SVO
5370,SVO,OMS,SU9,56.0,97,57.73195876288659,OMS ↔ SVO
5371,SVO,OMS,SU9,54.0,97,55.670103092783506,OMS ↔ SVO
5372,SVO,OMS,SU9,33.0,97,34.02061855670103,OMS ↔ SVO
5373,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5374,SVO,OMS,SU9,26.0,97,26.804123711340207,OMS ↔ SVO
5375,SVO,OMS,SU9,44.0,97,45.36082474226804,OMS ↔ SVO
5376,SVO,OMS,SU9,55.0,97,56.70103092783505,OMS ↔ SVO
5377,SVO,OMS,SU9,46.0,97,47.42268041237113,OMS ↔ SVO
5378,SVO,OMS,SU9,58.0,97,59.79381443298969,OMS ↔ SVO
5379,SVO,OMS,SU9,19.0,97,19.587628865979383,OMS ↔ SVO
5380,SVO,OMS,SU9,49.0,97,50.51546391752577,OMS ↔ SVO
5381,SVO,OMS,SU9,35.0,97,36.08247422680412,OMS ↔ SVO
5382,SVO,OMS,SU9,55.0,97,56.70103092783505,OMS ↔ SVO
5383,SVO,OMS,SU9,50.0,97,51.546391752577314,OMS ↔ SVO
5384,SVO,OMS,SU9,37.0,97,38.144329896907216,OMS ↔ SVO
5385,SVO,OMS,SU9,65.0,97,67.0103092783505,OMS ↔ SVO
5386,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5387,SVO,OMS,SU9,36.0,97,37.11340206185567,OMS ↔ SVO
5388,SVO,OMS,SU9,35.0,97,36.08247422680412,OMS ↔ SVO
5389,SVO,OMS,SU9,38.0,97,39.175257731958766,OMS ↔ SVO
5390,SVO,OMS,SU9,3.0,97,3.0927835051546393,OMS ↔ SVO
5391,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5392,SVO,OMS,SU9,46.0,97,47.42268041237113,OMS ↔ SVO
5393,SVO,OMS,SU9,43.0,97,44.329896907216494,OMS ↔ SVO
5394,SVO,OMS,SU9,52.0,97,53.608247422680414,OMS ↔ SVO
5395,SVO,OMS,SU9,51.0,97,52.57731958762887,OMS ↔ SVO
5396,SVO,OMS,SU9,55.0,97,56.70103092783505,OMS ↔ SVO
5397,SVO,OMS,SU9,1.0,97,1.0309278350515463,OMS ↔ SVO
5398,SVO,OMS,SU9,46.0,97,47.42268041237113,OMS ↔ SVO
5399,SVO,OMS,SU9,57.0,97,58.76288659793815,OMS ↔ SVO
5400,SVO,OMS,SU9,12.0,97,12.371134020618557,OMS ↔ SVO
5401,SVO,OMS,SU9,,97,,OMS ↔ SVO
5402,SVO,OMS,SU9,10.0,97,10.309278350515463,OMS ↔ SVO
5403,SVO,OMS,SU9,20.0,97,20.618556701030926,OMS ↔ SVO
5404,SVO,OMS,SU9,53.0,97,54.63917525773196,OMS ↔ SVO
5405,SVO,OMS,SU9,44.0,97,45.36082474226804,OMS ↔ SVO
5406,SVO,OMS,SU9,57.0,97,58.76288659793815,OMS ↔ SVO
5407,SVO,OMS,SU9,55.0,97,56.70103092783505,OMS ↔ SVO
5408,SVO,OMS,SU9,3.0,97,3.0927835051546393,OMS ↔ SVO
